"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://muffinpanrecipes.com/recipes/mini-shepherds-pie","text/html; charset=utf-8","200","OK","Indexable","","Mini Shepherd's Pie Pots | Muffin Pan Recipes","45","409","Individual Shepherd's pie cups layer savory meat filling beneath a toasted potato peak. The muffin pan turns this comfort food into easy portions.","146","894","","0","Mini Shepherd's Pie Pots","24","Why Muffin Pans?","16","","0","","","","https://muffinpanrecipes.com/recipes/mini-shepherds-pie","","","","","","8564","2399","2399","0.356","","97","27","3.593","100.000","Very Easy","8.432","2","1","","2","2","0","5.410","6","5","0","0","0","0","","","","","531ba172b04497108c9a14bc6eb1b86e","1.077","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/mini-shepherds-pie","2026-09-04 15:34:16"
"https://muffinpanrecipes.com/recipes/crispy-chorizo-breakfast-cups","text/html; charset=utf-8","200","OK","Indexable","","Crispy Chorizo Breakfast Cups | Muffin Pan Recipes","50","457","Smoky chorizo, crisp golden hash browns, and a creamy pepper-jack egg custard bake into rich, savory little cups with a gentle kick and plenty of crunch in every bite.","167","1013","","0","Crispy Chorizo Breakfast Cups","29","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/crispy-chorizo-breakfast-cups","","","","","","45201","8214","8214","1.217","","2173","377","5.764","91.507","Very Easy","27.215","2","1","","14","14","0","37.840","7","6","0","0","0","0","","","","","18f56c4a15b4c081d4b9129d5b27445d","1.304","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/crispy-chorizo-breakfast-cups","2026-09-04 15:34:16"
"https://muffinpanrecipes.com/recipes/mini-meatloaf-bites","text/html; charset=utf-8","200","OK","Indexable","","Mini Meatloaf Bites | Muffin Pan Recipes","40","361","Savory mini meatloaf bites cook quickly and finish with a sweet ketchup glaze. The muffin pan makes neat portions for dinner or meal prep.","138","855","","0","Mini Meatloaf Bites","19","Why Muffin Pans?","16","","0","","","","https://muffinpanrecipes.com/recipes/mini-meatloaf-bites","","","","","","8399","2345","2345","0.348","","94","27","3.481","100.000","Very Easy","8.192","2","1","","2","2","0","5.410","6","5","0","0","0","0","","","","","7427cb1c0db9e9f79e1fe7a536f9a74d","0.556","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/mini-meatloaf-bites","2026-09-04 15:34:16"
"https://muffinpanrecipes.com/recipes/paneer-saag-egg-bites","text/html; charset=utf-8","200","OK","Indexable","","Paneer Saag Egg Bites | Muffin Pan Recipes","42","390","These paneer saag egg bites tuck spiced spinach, soft paneer, and a whisper of garam masala into tender, protein-rich cups that pop cleanly out of the pan. They eat like individual Indian-inspired frittatas, perfect with chutney for breakfast or a light lunch.","260","1561","","0","Paneer Saag Egg Bites","21","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/paneer-saag-egg-bites","","","","","","44190","8252","8252","1.223","","2146","355","6.045","92.446","Very Easy","27.248","2","1","","5","5","0","13.510","7","6","0","0","0","0","","","","","41d2c65e3856623674130b4c03da4629","0.909","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/paneer-saag-egg-bites","2026-09-04 15:34:16"
"https://muffinpanrecipes.com/recipes/prosciutto-potato-egg-nests","text/html; charset=utf-8","200","OK","Indexable","","Prosciutto Potato Egg Nests | Muffin Pan Recipes","48","440","Shredded potatoes, caramelized onions, and sharp provolone are tucked into crisped prosciutto cups, then finished with a softly baked egg and chive-flecked cream. Salty, savory, and richly textured, these little nests bring serious brunch energy to any morning.","261","1594","","0","Prosciutto Potato Egg Nests","27","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/prosciutto-potato-egg-nests","","","","","","47524","8422","8422","1.248","","2249","374","6.013","92.207","Very Easy","26.732","2","1","","4","4","0","10.810","7","6","0","0","0","0","","","","","755b9d145db6523dfcdf824d4c678aaa","0.382","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/prosciutto-potato-egg-nests","2026-09-04 15:34:17"
"https://muffinpanrecipes.com/recipes/kimchi-cheddar-rice-cups","text/html; charset=utf-8","200","OK","Indexable","","Kimchi Cheddar Rice Cups | Muffin Pan Recipes","45","423","These Korean-inspired rice cups bake into crisp-edged, cheesy rounds packed with tangy kimchi, scallions, and sesame. Each cup holds together like a little rice cake with molten cheddar inside and a spicy gochujang drizzle on top. They're equally good warm from the pan or at room temperature for lunches and parties.","317","1954","","0","Kimchi Cheddar Rice Cups","24","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/kimchi-cheddar-rice-cups","","","","","","44157","8104","8104","1.201","","2100","346","6.069","95.730","Very Easy","26.566","2","1","","3","3","0","8.110","7","6","0","0","0","0","","","","","7d7b7bc1a4fc69bcf6e6fcb10c904837","0.425","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/kimchi-cheddar-rice-cups","2026-09-04 15:34:17"
"https://muffinpanrecipes.com/blob-images/2a2615c6.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3797444","3797444","3797444","562.781","","0","","","","","0.000","3","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.079","Fri, 04 Sep 2026 19:14:17 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/2a2615c6.png","2026-09-04 15:34:18"
"https://muffinpanrecipes.com/recipes/roasted-veggie-frittata-cups","text/html; charset=utf-8","200","OK","Indexable","","Roasted Veggie Frittata Cups | Muffin Pan Recipes","49","449","These muffin tin frittatas are packed with roasted vegetables, sharp cheese, and herbs for a make-ahead breakfast that actually tastes like something you'd order at a café. They reheat beautifully all week, stay tender instead of rubbery, and are endlessly adaptable to whatever's in your crisper drawer. Make a pan on Sunday and you've got grab-and-go protein portions ready to go.","382","2345","","0","Roasted Veggie Frittata Cups","28","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/roasted-veggie-frittata-cups","","","","","","43976","7863","7863","1.165","","1908","347","5.499","90.627","Very Easy","25.118","2","1","","4","4","0","10.810","7","6","0","0","0","0","","","","","be82bb6deb67d19df7c16c3066f181d7","0.307","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/roasted-veggie-frittata-cups","2026-09-04 15:34:17"
"https://muffinpanrecipes.com/recipes/herbed-sausage-sunrise-cups","text/html; charset=utf-8","200","OK","Indexable","","Herbed Sausage Sunrise Cups | Muffin Pan Recipes","48","457","Crisp-edged sweet potato rounds cradle juicy turkey sausage, tender peppers, and a fluffy herb-flecked egg custard, all crowned with sharp cheddar and Parmesan. Each bite is rich, aromatic, and deeply satisfying - perfect alongside hot coffee or a bright citrus salad.","268","1633","","0","Herbed Sausage Sunrise Cups","27","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/herbed-sausage-sunrise-cups","","","","","","45782","8225","8225","1.219","","2158","355","6.079","91.367","Very Easy","26.680","2","1","","13","13","0","35.140","7","6","0","0","0","0","","","","","2e4cb9230227a37c28ccac9f03091eff","0.522","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/herbed-sausage-sunrise-cups","2026-09-04 15:34:17"
"https://muffinpanrecipes.com/blob-images/20d49356/round_1/macro_closeup-fMNdDg37CON0pWNt6IpSoC6EbeFprb.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4033216","4033216","4033216","597.723","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.082","Fri, 04 Sep 2026 19:14:17 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/20d49356/round_1/macro_closeup-fMNdDg37CON0pWNt6IpSoC6EbeFprb.png","2026-09-04 15:34:18"
"https://muffinpanrecipes.com/blob-images/e9f30301/round_1/macro_closeup.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3948008","3948008","3948008","585.095","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.082","Fri, 04 Sep 2026 19:14:17 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/e9f30301/round_1/macro_closeup.png","2026-09-04 15:34:18"
"https://muffinpanrecipes.com/blob-images/2a2615c6/round_1/macro_closeup.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3816715","3816715","3816715","565.637","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.181","Fri, 04 Sep 2026 19:14:18 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/2a2615c6/round_1/macro_closeup.png","2026-09-04 15:34:18"
"https://muffinpanrecipes.com/blob-images/e9f30301/round_1/overhead_flatlay.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4027285","4027285","4027285","596.844","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.148","Fri, 04 Sep 2026 19:14:17 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/e9f30301/round_1/overhead_flatlay.png","2026-09-04 15:34:18"
"https://muffinpanrecipes.com/blob-images/e9f30301/round_1/hero_threequarter.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3799575","3799575","3799575","563.097","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.196","Fri, 04 Sep 2026 19:14:18 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/e9f30301/round_1/hero_threequarter.png","2026-09-04 15:34:18"
"https://muffinpanrecipes.com/recipes/mini-lemon-meringue-cups","text/html; charset=utf-8","200","OK","Indexable","","Mini Lemon Meringue Cups | Muffin Pan Recipes","45","432","These mini lemon meringue cups give you all the bright, tart snap of a classic lemon meringue pie in crisp, buttery, handheld portions. A shortbread-style crust, sharp lemon curd, and toasted marshmallowy meringue are built right in a standard 12-cup muffin tin - no tart rings, no drama.","288","1752","","0","Mini Lemon Meringue Cups","24","Why Muffin Pans?","16","","0","","","","https://muffinpanrecipes.com/recipes/mini-lemon-meringue-cups","","","","","","27866","6109","6109","0.905","","1420","215","6.605","100.000","Very Easy","27.229","2","1","","4","4","0","10.810","6","5","0","0","0","0","","","","","1d5b40830fe8c23b7d9a2a01a18ecf5b","1.044","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/mini-lemon-meringue-cups","2026-09-04 15:34:17"
"https://muffinpanrecipes.com/recipes/miso-ginger-donburi-cups","text/html; charset=utf-8","200","OK","Indexable","","Miso Ginger Donburi Cups | Muffin Pan Recipes","45","419","Tender miso-ginger glazed salmon is tucked into crisp nori-sesame rice bases that bake into sturdy, round cups you can lift straight from the pan. Each molded cup eats like a single-serving salmon donburi, finished with scallions, cucumber, and a touch of Japanese mayo for richness.","283","1741","","0","Miso Ginger Donburi Cups","24","Why Muffin Pans?","16","How This Recipe Was Made","24","","","","https://muffinpanrecipes.com/recipes/miso-ginger-donburi-cups","","","","","","47478","8564","8564","1.269","","2369","393","6.028","90.262","Very Easy","28.254","2","1","","3","3","0","8.110","7","6","0","0","0","0","","","","","80f06e122c2f2e12e5ae1abdede0829","1.292","","","","","en","1.1","","","","","","https://muffinpanrecipes.com/recipes/miso-ginger-donburi-cups","2026-09-04 15:34:17"
"https://muffinpanrecipes.com/blob-images/20d49356/round_1/overhead_flatlay-rK7JJpBECSu78wb7eJH2OReQ6cOZGv.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4237248","4237248","4237248","627.960","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.229","Fri, 04 Sep 2026 19:14:17 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/20d49356/round_1/overhead_flatlay-rK7JJpBECSu78wb7eJH2OReQ6cOZGv.png","2026-09-04 15:34:18"
"https://muffinpanrecipes.com/blob-images/8a79d045.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","151794","151794","151794","22.496","","0","","","","","0.000","3","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.057","Fri, 04 Sep 2026 19:14:19 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/8a79d045.webp","2026-09-04 15:34:18"
"https://muffinpanrecipes.com/blob-images/999de521/round_1/hero_threequarter.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3708482","3708482","3708482","549.597","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.064","Fri, 04 Sep 2026 19:14:17 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/999de521/round_1/hero_threequarter.png","2026-09-04 15:34:18"
"https://muffinpanrecipes.com/blob-images/2a2615c6/round_1/overhead_flatlay.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4269709","4269709","4269709","632.771","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.192","Fri, 04 Sep 2026 19:14:18 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/2a2615c6/round_1/overhead_flatlay.png","2026-09-04 15:34:18"
"https://muffinpanrecipes.com/blob-images/41d74db3/round_1/overhead_flatlay.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4199980","4199980","4199980","622.437","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.198","Fri, 04 Sep 2026 19:14:18 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/41d74db3/round_1/overhead_flatlay.png","2026-09-04 15:34:18"
"https://muffinpanrecipes.com/blob-images/999de521/round_1/macro_closeup.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3640983","3640983","3640983","539.594","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.177","Fri, 04 Sep 2026 19:14:18 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/999de521/round_1/macro_closeup.png","2026-09-04 15:34:18"
"https://muffinpanrecipes.com/blob-images/999de521/round_1/overhead_flatlay.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4337205","4337205","4337205","642.774","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.203","Fri, 04 Sep 2026 19:14:18 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/999de521/round_1/overhead_flatlay.png","2026-09-04 15:34:18"
"https://muffinpanrecipes.com/blob-images/999de521.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3708482","3708482","3708482","549.597","","0","","","","","0.000","3","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.218","Fri, 04 Sep 2026 19:14:18 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/999de521.png","2026-09-04 15:34:18"
"https://muffinpanrecipes.com/blob-images/41d74db3/round_1/hero_threequarter.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3815761","3815761","3815761","565.496","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.189","Fri, 04 Sep 2026 19:14:19 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/41d74db3/round_1/hero_threequarter.png","2026-09-04 15:34:18"
"https://muffinpanrecipes.com/blob-images/41d74db3/round_1/macro_closeup.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3867528","3867528","3867528","573.168","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.245","Fri, 04 Sep 2026 19:14:19 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/41d74db3/round_1/macro_closeup.png","2026-09-04 15:34:18"
"https://muffinpanrecipes.com/blob-images/e55d4bb6/round_1/hero_threequarter.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4111841","4111841","4111841","609.375","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.166","Fri, 04 Sep 2026 19:14:16 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/e55d4bb6/round_1/hero_threequarter.png","2026-09-04 15:34:18"
"https://muffinpanrecipes.com/blob-images/e55d4bb6/round_1/overhead_flatlay.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4389459","4389459","4389459","650.518","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.150","Fri, 04 Sep 2026 19:14:17 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/e55d4bb6/round_1/overhead_flatlay.png","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/assets/images/mini-meatloaf-bites.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","72922","72922","72922","10.807","","0","","","","","0.000","3","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.152","Wed, 02 Sep 2026 04:30:10 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/assets/images/mini-meatloaf-bites.webp","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/blob-images/e55d4bb6/round_1/macro_closeup.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3855005","3855005","3855005","571.312","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.201","Fri, 04 Sep 2026 19:14:16 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/e55d4bb6/round_1/macro_closeup.png","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/blob-images/cae75160/round_1/macro_closeup.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3649132","3649132","3649132","540.801","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.193","Fri, 04 Sep 2026 19:14:20 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/cae75160/round_1/macro_closeup.png","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/blob-images/cae75160/round_1/hero_threequarter.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3805693","3805693","3805693","564.004","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.214","Fri, 04 Sep 2026 19:14:19 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/cae75160/round_1/hero_threequarter.png","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/blob-images/cae75160/round_1/overhead_flatlay.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4273483","4273483","4273483","633.330","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.174","Fri, 04 Sep 2026 19:14:20 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/cae75160/round_1/overhead_flatlay.png","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/assets/images/mini-shepherds-pie.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","83630","83630","83630","12.394","","0","","","","","0.000","3","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.138","Wed, 02 Sep 2026 04:30:11 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/assets/images/mini-shepherds-pie.webp","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/blob-images/a9b98b08/round_1/macro_closeup-jTXnEUNdmVQAHjSpEzzoz540tSKzvR.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3889925","3889925","3889925","576.487","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.183","Fri, 04 Sep 2026 19:14:19 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/a9b98b08/round_1/macro_closeup-jTXnEUNdmVQAHjSpEzzoz540tSKzvR.png","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/blob-images/a9b98b08/round_1/hero_threequarter-rAtFX3zjYKuCjefC2olTUAaXZHRANp.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4087959","4087959","4087959","605.836","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.165","Fri, 04 Sep 2026 19:14:19 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/a9b98b08/round_1/hero_threequarter-rAtFX3zjYKuCjefC2olTUAaXZHRANp.png","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/assets/images/muffin-tin-lasagna.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","63886","63886","63886","9.468","","0","","","","","0.000","3","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.154","Fri, 04 Sep 2026 19:14:19 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/assets/images/muffin-tin-lasagna.webp","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/assets/images/classic-blueberry-muffins.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","76042","76042","76042","11.269","","0","","","","","0.000","3","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.147","Wed, 02 Sep 2026 04:30:13 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/assets/images/classic-blueberry-muffins.webp","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/blob-images/a9b98b08/round_1/overhead_flatlay-piBZN2hBwoGdt0DtPmONo6P8qfp3em.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4170788","4170788","4170788","618.111","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.192","Fri, 04 Sep 2026 19:14:19 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/a9b98b08/round_1/overhead_flatlay-piBZN2hBwoGdt0DtPmONo6P8qfp3em.png","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/assets/images/mini-pancake-bites.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","27258","27258","27258","4.040","","0","","","","","0.000","3","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.153","Wed, 02 Sep 2026 04:30:08 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/assets/images/mini-pancake-bites.webp","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/assets/images/buffalo-chicken-mac-bites.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","58888","58888","58888","8.727","","0","","","","","0.000","3","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.180","Wed, 02 Sep 2026 04:30:11 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/assets/images/buffalo-chicken-mac-bites.webp","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/blob-images/2937a3d6/round_1/macro_closeup.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3693573","3693573","3693573","547.388","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.137","Fri, 04 Sep 2026 19:14:21 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/2937a3d6/round_1/macro_closeup.png","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/blob-images/2937a3d6/round_1/overhead_flatlay.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4133106","4133106","4133106","612.526","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.143","Fri, 04 Sep 2026 19:14:22 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/2937a3d6/round_1/overhead_flatlay.png","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/blob-images/2937a3d6.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4072141","4072141","4072141","603.491","","0","","","","","0.000","3","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.203","Fri, 04 Sep 2026 19:14:22 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/2937a3d6.png","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/blob-images/178703eb/round_1/hero_threequarter.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3913121","3913121","3913121","579.925","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.174","Fri, 04 Sep 2026 19:14:21 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/178703eb/round_1/hero_threequarter.png","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/blob-images/178703eb/round_1/macro_closeup.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3641231","3641231","3641231","539.630","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.198","Fri, 04 Sep 2026 19:14:21 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/178703eb/round_1/macro_closeup.png","2026-09-04 15:34:19"
"https://muffinpanrecipes.com/blob-images/178703eb/round_1/overhead_flatlay.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4181546","4181546","4181546","619.705","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.177","Fri, 04 Sep 2026 19:14:21 GMT","","","","","1.1","","","","","","https://muffinpanrecipes.com/blob-images/178703eb/round_1/overhead_flatlay.png","2026-09-04 15:34:19"
